"","userid","version","sum_gamerounds","retention_1","retention_7"
"25758",8512353,"gate_30",69,"False","False"
"25759",633518,"gate_30",308,"True","False"
"25760",3233722,"gate_30",383,"True","True"
"25761",4312780,"gate_30",242,"True","True"
"25762",7637553,"gate_30",1,"False","False"
"25763",1713601,"gate_30",11,"False","False"
"25764",5871049,"gate_30",8,"False","False"
"25765",9193031,"gate_30",40,"True","False"
"25766",5610334,"gate_30",17,"True","False"
"25767",8276140,"gate_30",6,"False","False"
"25768",5461922,"gate_30",155,"True","True"
"25769",5301351,"gate_30",41,"False","False"
"25770",1479913,"gate_30",6,"False","False"
"25771",5759521,"gate_30",30,"False","False"
"25772",2582418,"gate_30",2,"False","False"
"25773",437754,"gate_30",2,"True","False"
"25774",1856319,"gate_30",183,"True","False"
"25775",2604892,"gate_30",112,"True","False"
"25776",8935262,"gate_30",5,"False","False"
"25777",885273,"gate_30",2,"False","False"
"25778",4416296,"gate_30",5,"False","False"
"25779",7100780,"gate_30",17,"False","False"
"25780",3773406,"gate_30",255,"True","True"
"25781",447281,"gate_30",4,"False","False"
"25782",2851774,"gate_30",80,"True","True"
"25783",4711860,"gate_30",20,"True","False"
"25784",7059206,"gate_30",8,"False","False"
"25785",7941454,"gate_30",1,"False","False"
"25786",5075556,"gate_30",18,"True","True"
"25787",2939199,"gate_30",60,"True","False"
"25788",3988418,"gate_30",2,"False","False"
"25789",8301299,"gate_30",14,"False","False"
"25790",6655855,"gate_30",0,"False","False"
"25791",3666749,"gate_30",5,"False","False"
"25792",8343478,"gate_30",492,"True","True"
"25793",3227750,"gate_30",157,"True","True"
"25794",6141727,"gate_30",117,"True","True"
"25795",2011724,"gate_30",48,"False","False"
"25796",4278981,"gate_30",160,"True","True"
"25797",3185181,"gate_30",6,"False","False"
"25798",3791361,"gate_30",7,"False","False"
"25799",9410699,"gate_30",22,"False","True"
"25800",6479263,"gate_30",53,"False","False"
"25801",9991175,"gate_30",9,"True","False"
"25802",8603210,"gate_30",5,"False","False"
"25803",9904616,"gate_30",1,"False","False"
"25804",1143357,"gate_30",85,"True","True"
"25805",6294122,"gate_30",2,"False","False"
"25806",7730590,"gate_30",261,"True","True"
"25807",7134653,"gate_30",6,"False","False"
"25808",2978259,"gate_30",21,"True","False"
"25809",4199510,"gate_30",1,"False","False"
"25810",6506460,"gate_30",283,"True","True"
"25811",31214,"gate_30",53,"False","True"
"25812",7230445,"gate_30",5,"False","False"
"25813",8731850,"gate_30",2,"False","False"
"25814",1609638,"gate_30",42,"True","True"
"25815",834177,"gate_30",84,"True","False"
"25816",6827299,"gate_30",14,"False","False"
"25817",6333427,"gate_30",8,"False","False"
"25818",1380019,"gate_30",356,"True","True"
"25819",2699171,"gate_30",13,"False","False"
"25820",4763794,"gate_30",14,"False","False"
"25821",1852734,"gate_30",93,"True","True"
"25822",1234640,"gate_30",62,"True","True"
"25823",6604504,"gate_30",44,"True","False"
"25824",7912879,"gate_30",7,"False","False"
"25825",7089143,"gate_30",107,"True","True"
"25826",975440,"gate_30",122,"False","True"
"25827",2578174,"gate_30",199,"True","True"
"25828",7393751,"gate_30",19,"True","False"
"25829",1770014,"gate_30",33,"True","False"
"25830",8612111,"gate_30",7,"False","False"
"25831",9675423,"gate_30",3,"False","False"
"25832",5970239,"gate_30",127,"True","True"
"25833",6410076,"gate_30",25,"True","False"
"25834",2615360,"gate_30",32,"False","False"
"25835",9104990,"gate_30",1,"True","False"
"25836",1635680,"gate_30",1,"False","False"
"25837",2516839,"gate_30",17,"True","False"
"25838",336953,"gate_30",33,"False","False"
"25839",1898202,"gate_30",26,"True","False"
"25840",7031820,"gate_30",55,"True","False"
"25841",9960686,"gate_30",18,"False","False"
"25842",2912526,"gate_30",11,"False","False"
"25843",1152240,"gate_30",9,"False","False"
"25844",5554427,"gate_30",5,"False","False"
"25845",5546303,"gate_30",1,"False","False"
"25846",1712406,"gate_30",2,"False","False"
"25847",9714800,"gate_30",120,"True","False"
"25848",2896890,"gate_30",40,"True","False"
"25849",2631999,"gate_30",1,"False","False"
"25850",5049850,"gate_30",7,"False","False"
"25851",3578653,"gate_30",23,"True","False"
"25852",6305542,"gate_30",2,"False","False"
"25853",4091620,"gate_30",0,"False","False"
"25854",6598759,"gate_30",43,"False","False"
"25855",6961092,"gate_30",7,"False","False"
"25856",8100061,"gate_30",56,"True","False"
"25857",3880884,"gate_30",13,"True","False"
"25858",2830567,"gate_30",0,"False","False"
"25859",5393340,"gate_30",4,"False","False"
"25860",3183480,"gate_30",43,"True","True"
"25861",4859270,"gate_30",6,"False","True"
"25862",3712260,"gate_30",54,"True","False"
"25863",8834863,"gate_30",71,"True","False"
"25864",5035952,"gate_30",22,"True","False"
"25865",6897106,"gate_30",1,"False","False"
"25866",3581468,"gate_30",2,"False","False"
"25867",2408401,"gate_30",1,"False","False"
"25868",6968237,"gate_30",18,"False","False"
"25869",7146944,"gate_30",22,"True","False"
"25870",1416467,"gate_30",16,"False","False"
"25871",2845927,"gate_30",3,"True","False"
"25872",2922939,"gate_30",16,"True","False"
"25873",9189338,"gate_30",87,"False","True"
"25874",1240017,"gate_30",15,"False","False"
"25875",7140572,"gate_30",216,"True","True"
"25876",8784486,"gate_30",179,"True","True"
"25877",9428492,"gate_30",152,"True","True"
"25878",8711301,"gate_30",2,"False","False"
"25879",5651349,"gate_30",16,"True","False"
"25880",7635521,"gate_30",14,"True","False"
"25881",8389131,"gate_30",5,"True","False"
"25882",6958012,"gate_30",175,"True","False"
"25883",8924274,"gate_30",72,"False","True"
"25884",9159972,"gate_30",265,"True","True"
"25885",3450867,"gate_30",39,"True","False"
"25886",4483726,"gate_30",12,"False","False"
"25887",6628543,"gate_30",432,"True","True"
"25888",5960784,"gate_30",35,"False","False"
"25889",5169907,"gate_30",1,"False","False"
"25890",9646807,"gate_30",80,"True","True"
"25891",469092,"gate_30",63,"True","True"
"25892",5379991,"gate_30",0,"False","False"
"25893",5875055,"gate_30",4,"False","False"
"25894",4452560,"gate_30",32,"False","False"
"25895",8752255,"gate_30",37,"False","False"
"25896",9475588,"gate_30",1,"False","False"
"25897",786311,"gate_30",6,"False","False"
"25898",5401279,"gate_30",2,"False","False"
"25899",9208627,"gate_30",14,"False","False"
"25900",3464150,"gate_30",56,"True","False"
"25901",1523907,"gate_30",18,"True","False"
"25902",2052009,"gate_30",2,"False","False"
"25903",4708261,"gate_30",6,"False","False"
"25904",1812881,"gate_30",0,"False","False"
"25905",1642129,"gate_30",5,"False","False"
"25906",3721357,"gate_30",1,"False","False"
"25907",414136,"gate_30",37,"True","False"
"25908",6530320,"gate_30",43,"True","True"
"25909",6272887,"gate_30",10,"False","False"
"25910",5297284,"gate_30",7,"False","False"
"25911",5198984,"gate_30",21,"False","False"
"25912",7427524,"gate_30",6,"False","False"
"25913",6443618,"gate_30",3,"False","False"
"25914",3453335,"gate_30",19,"True","False"
"25915",166349,"gate_30",75,"False","True"
"25916",393315,"gate_30",3,"False","False"
"25917",5723674,"gate_30",24,"True","True"
"25918",400572,"gate_30",6,"False","False"
"25919",8849680,"gate_30",42,"True","False"
"25920",189473,"gate_30",16,"True","False"
"25921",7819262,"gate_30",97,"False","False"
"25922",1310207,"gate_30",11,"False","False"
"25923",7276343,"gate_30",2,"False","False"
"25924",478706,"gate_30",56,"False","False"
"25925",8807570,"gate_30",8,"False","False"
"25926",6288842,"gate_30",28,"False","False"
"25927",4209793,"gate_30",5,"False","False"
"25928",4944647,"gate_30",6,"False","False"
"25929",621598,"gate_30",13,"False","False"
"25930",272133,"gate_30",192,"True","True"
"25931",5424150,"gate_30",9,"False","False"
"25932",3711311,"gate_30",7,"False","False"
"25933",3588171,"gate_30",74,"True","True"
"25934",8864076,"gate_30",200,"True","True"
"25935",5198253,"gate_30",0,"False","False"
"25936",8013532,"gate_30",214,"True","True"
"25937",1973760,"gate_30",56,"True","False"
"25938",7231742,"gate_30",8,"False","False"
"25939",827759,"gate_30",31,"False","False"
"25940",4777830,"gate_30",7,"False","False"
"25941",2862471,"gate_30",77,"True","True"
"25942",5975729,"gate_30",6,"True","False"
"25943",9683192,"gate_30",2,"False","False"
"25944",4443355,"gate_30",5,"False","False"
"25945",1845940,"gate_30",31,"True","False"
"25946",1245778,"gate_30",70,"True","True"
"25947",3795151,"gate_30",7,"False","False"
"25948",7343420,"gate_30",341,"True","True"
"25949",8437650,"gate_30",1,"False","False"
"25950",2086505,"gate_30",85,"True","False"
"25951",8706130,"gate_30",394,"True","True"
"25952",6441598,"gate_30",2,"False","False"
"25953",189098,"gate_30",35,"True","False"
"25954",7054303,"gate_30",24,"False","False"
"25955",315453,"gate_30",1,"False","False"
"25956",4680099,"gate_30",40,"True","True"
"25957",9989930,"gate_30",1,"False","False"
"25958",9218707,"gate_30",45,"True","False"
"25959",6999023,"gate_30",0,"False","False"
"25960",9168897,"gate_30",1,"False","False"
"25961",1624689,"gate_30",195,"True","True"
"25962",9853043,"gate_30",109,"True","False"
"25963",6660423,"gate_30",13,"False","False"
"25964",7168616,"gate_30",50,"True","False"
"25965",1390487,"gate_30",61,"True","False"
"25966",7648963,"gate_30",111,"True","True"
"25967",9010925,"gate_30",36,"True","False"
"25968",1551269,"gate_30",7,"True","False"
"25969",5799931,"gate_30",16,"True","False"
"25970",205306,"gate_30",5,"False","False"
"25971",648267,"gate_30",10,"True","False"
"25972",2197432,"gate_30",7,"False","False"
"25973",944901,"gate_30",7,"True","False"
"25974",9572969,"gate_30",5,"True","False"
"25975",5269865,"gate_30",4,"False","False"
"25976",9775871,"gate_30",9,"False","False"
"25977",2971352,"gate_30",18,"True","True"
"25978",8186635,"gate_30",149,"True","False"
"25979",6420769,"gate_30",52,"True","True"
"25980",5656232,"gate_30",27,"False","False"
"25981",7481262,"gate_30",11,"True","False"
"25982",9365339,"gate_30",41,"True","False"
"25983",1215999,"gate_30",214,"False","True"
"25984",705513,"gate_30",70,"True","True"
"25985",7630576,"gate_30",18,"False","False"
"25986",1068606,"gate_30",24,"True","False"
"25987",4121481,"gate_30",88,"True","False"
"25988",7282454,"gate_30",3,"False","False"
"25989",4054129,"gate_30",74,"True","False"
"25990",8926457,"gate_30",0,"False","False"
"25991",2566638,"gate_30",19,"False","False"
"25992",4226481,"gate_30",33,"True","False"
"25993",7739568,"gate_30",74,"True","False"
"25994",1554116,"gate_30",53,"False","True"
"25995",1715430,"gate_30",102,"False","False"
"25996",7095565,"gate_30",18,"False","False"
"25997",9313179,"gate_30",21,"True","False"
"25998",9514764,"gate_30",9,"False","False"
"25999",1377592,"gate_30",8,"False","False"
"26000",5009594,"gate_30",13,"True","False"
"26001",2787977,"gate_30",20,"True","False"
"26002",4202538,"gate_30",19,"False","False"
"26003",5157215,"gate_30",35,"True","True"
"26004",7990867,"gate_30",12,"False","False"
"26005",3684060,"gate_30",14,"True","False"
"26006",9497309,"gate_30",6,"False","False"
"26007",416489,"gate_30",9,"False","False"
"26008",2150877,"gate_30",61,"True","True"
"26009",1359931,"gate_30",35,"True","False"
"26010",6078532,"gate_30",0,"False","False"
"26011",3272280,"gate_30",22,"True","False"
"26012",1971195,"gate_30",11,"False","False"
"26013",8255659,"gate_30",57,"True","False"
"26014",1150401,"gate_30",71,"True","False"
"26015",3378162,"gate_30",58,"True","False"
"26016",2784306,"gate_30",93,"True","True"
"26017",7374760,"gate_30",45,"True","False"
"26018",891593,"gate_30",4,"False","False"
"26019",4362865,"gate_30",29,"False","True"
"26020",4215694,"gate_30",5,"False","False"
"26021",4142396,"gate_30",4,"False","False"
"26022",8507530,"gate_30",3,"False","False"
"26023",5995366,"gate_30",90,"True","True"
"26024",1352185,"gate_30",15,"False","False"
"26025",2109502,"gate_30",22,"True","False"
"26026",9617771,"gate_30",3,"False","False"
"26027",5204747,"gate_30",2,"False","False"
"26028",3625574,"gate_30",21,"True","False"
"26029",7810330,"gate_30",17,"True","True"
"26030",78900,"gate_30",2,"False","False"
"26031",7502612,"gate_30",19,"True","False"
"26032",9566791,"gate_30",12,"False","False"
"26033",8083866,"gate_30",40,"True","False"
"26034",4569075,"gate_30",7,"False","False"
"26035",6923448,"gate_30",9,"True","True"
"26036",385313,"gate_30",35,"True","True"
"26037",1987545,"gate_30",75,"True","True"
"26038",2396123,"gate_30",24,"False","False"
"26039",1918386,"gate_30",4,"False","False"
"26040",2001453,"gate_30",121,"True","False"
"26041",4091638,"gate_30",11,"False","False"
"26042",9440039,"gate_30",11,"False","True"
"26043",9502058,"gate_30",74,"False","True"
"26044",5157347,"gate_30",1,"False","False"
"26045",7507361,"gate_30",144,"True","False"
"26046",1291977,"gate_30",5,"False","False"
"26047",5123024,"gate_30",38,"False","False"
"26048",924082,"gate_30",8,"False","False"
"26049",3858141,"gate_30",34,"True","False"
"26050",8879283,"gate_30",435,"True","True"
"26051",3700613,"gate_30",195,"True","True"
"26052",4749604,"gate_30",14,"False","False"
"26053",2280244,"gate_30",107,"True","False"
"26054",8319058,"gate_30",39,"True","False"
"26055",2474517,"gate_30",8,"False","False"
"26056",7232878,"gate_30",0,"False","False"
"26057",6618255,"gate_30",119,"True","True"
"26058",8616302,"gate_30",1,"False","False"
"26059",5045933,"gate_30",24,"True","False"
"26060",3017270,"gate_30",3,"False","False"
"26061",2980356,"gate_30",41,"True","False"
"26062",6464794,"gate_30",87,"True","True"
"26063",3152596,"gate_30",30,"False","True"
"26064",5464163,"gate_30",55,"True","False"
"26065",3408386,"gate_30",10,"False","False"
"26066",6212582,"gate_30",33,"True","False"
"26067",3688300,"gate_30",0,"False","False"
"26068",3470270,"gate_30",19,"True","True"
"26069",8648811,"gate_30",68,"True","True"
"26070",9965139,"gate_30",48,"True","False"
"26071",8357603,"gate_30",66,"True","False"
"26072",658355,"gate_30",73,"False","False"
"26073",1779596,"gate_30",17,"False","True"
"26074",6469226,"gate_30",2,"False","False"
"26075",4691729,"gate_30",6,"False","False"
"26076",3307042,"gate_30",28,"True","False"
"26077",4935774,"gate_30",13,"False","False"
"26078",4770931,"gate_30",34,"False","True"
"26079",2811374,"gate_30",5,"False","False"
"26080",8280389,"gate_30",52,"True","False"
"26081",6454549,"gate_30",1,"False","False"
"26082",7684990,"gate_30",620,"True","True"
"26083",2953058,"gate_30",10,"True","False"
"26084",2021555,"gate_30",1,"False","False"
"26085",6031326,"gate_30",63,"True","False"
"26086",7087639,"gate_30",8,"False","False"
"26087",5530928,"gate_30",2,"True","False"
"26088",6755950,"gate_30",67,"True","False"
"26089",7662394,"gate_30",13,"False","False"
"26090",1386273,"gate_30",2,"False","False"
"26091",7221141,"gate_30",4,"False","False"
"26092",8542498,"gate_30",37,"False","False"
"26093",3672847,"gate_30",18,"True","False"
"26094",9412785,"gate_30",1,"False","False"
"26095",6205828,"gate_30",2,"False","False"
"26096",3781229,"gate_30",24,"True","True"
"26097",7610973,"gate_30",37,"True","False"
"26098",4743461,"gate_30",1,"False","False"
"26099",1500176,"gate_30",77,"True","False"
"26100",9761633,"gate_30",42,"True","False"
"26101",4922593,"gate_30",81,"False","True"
"26102",2205692,"gate_30",329,"True","True"
"26103",407313,"gate_30",51,"True","False"
"26104",437366,"gate_30",13,"True","False"
"26105",3238901,"gate_30",14,"False","False"
"26106",2284244,"gate_30",2,"True","False"
"26107",9885045,"gate_30",44,"True","False"
"26108",9150440,"gate_30",16,"False","False"
"26109",193660,"gate_30",2,"True","False"
"26110",125416,"gate_30",19,"False","False"
"26111",4269984,"gate_30",149,"True","True"
"26112",2163200,"gate_30",39,"False","False"
"26113",4526751,"gate_30",51,"True","False"
"26114",3382904,"gate_30",44,"False","True"
"26115",5584973,"gate_30",16,"True","False"
"26116",7520153,"gate_30",12,"True","False"
"26117",3798468,"gate_30",157,"True","True"
"26118",1101931,"gate_30",37,"False","True"
"26119",7099471,"gate_30",0,"False","False"
"26120",7542274,"gate_30",1,"False","False"
"26121",1377875,"gate_30",24,"True","False"
"26122",6606074,"gate_30",105,"False","False"
"26123",4610618,"gate_30",0,"False","False"
"26124",3073302,"gate_30",1,"False","False"
"26125",2862093,"gate_30",47,"False","False"
"26126",6608718,"gate_30",0,"False","False"
"26127",4168251,"gate_30",60,"True","True"
"26128",4392754,"gate_30",3,"False","False"
"26129",6174111,"gate_30",27,"True","False"
"26130",1703477,"gate_30",18,"False","False"
"26131",4627542,"gate_30",272,"True","True"
"26132",3426462,"gate_30",11,"False","False"
"26133",4405918,"gate_30",16,"True","False"
"26134",6877594,"gate_30",4,"False","False"
"26135",6786234,"gate_30",26,"True","False"
"26136",2546851,"gate_30",66,"True","False"
"26137",6770197,"gate_30",9,"False","False"
"26138",2776703,"gate_30",14,"False","False"
"26139",2572124,"gate_30",15,"False","False"
"26140",1273747,"gate_30",1,"False","False"
"26141",4975882,"gate_30",22,"False","True"
"26142",3008993,"gate_30",1,"False","False"
"26143",678867,"gate_30",10,"False","False"
"26144",9422767,"gate_30",26,"True","False"
"26145",2705681,"gate_30",15,"False","True"
"26146",4968809,"gate_30",159,"True","False"
"26147",6659631,"gate_30",6,"False","False"
"26148",3183185,"gate_30",5,"False","False"
"26149",6852976,"gate_30",9,"False","False"
"26150",5907760,"gate_30",16,"False","False"
"26151",90744,"gate_30",14,"False","False"
"26152",545138,"gate_30",24,"True","False"
"26153",3080597,"gate_30",53,"True","True"
"26154",6912569,"gate_30",352,"True","True"
"26155",3162724,"gate_30",237,"True","True"
"26156",2093506,"gate_30",7,"True","False"
"26157",8217889,"gate_30",8,"False","False"
"26158",5499610,"gate_30",80,"True","True"
"26159",744873,"gate_30",5,"False","False"
"26160",5803120,"gate_30",9,"False","False"
"26161",1736363,"gate_30",590,"True","True"
"26162",3205078,"gate_30",1,"False","False"
"26163",3036953,"gate_30",4,"False","False"
"26164",3526341,"gate_30",23,"False","False"
"26165",2620469,"gate_30",16,"False","False"
"26166",1070450,"gate_30",41,"True","False"
"26167",6899729,"gate_30",18,"False","False"
"26168",681359,"gate_30",44,"True","False"
"26169",3560718,"gate_30",0,"False","False"
"26170",4417927,"gate_30",21,"True","False"
"26171",7422851,"gate_30",1,"False","False"
"26172",3976215,"gate_30",3,"False","False"
"26173",4860292,"gate_30",20,"True","False"
"26174",5273432,"gate_30",1,"False","False"
"26175",1433726,"gate_30",12,"False","False"
"26176",2489430,"gate_30",1,"False","False"
"26177",6294824,"gate_30",139,"True","True"
"26178",8477874,"gate_30",2,"False","False"
"26179",4793802,"gate_30",16,"True","False"
"26180",6940230,"gate_30",21,"False","False"
"26181",3544652,"gate_30",7,"False","False"
"26182",6571521,"gate_30",2,"False","False"
"26183",3618924,"gate_30",12,"False","False"
"26184",5124445,"gate_30",91,"True","False"
"26185",899210,"gate_30",21,"False","False"
"26186",1754593,"gate_30",5,"False","False"
"26187",4199678,"gate_30",11,"False","False"
"26188",6863134,"gate_30",32,"True","False"
"26189",1901955,"gate_30",7,"True","False"
"26190",964946,"gate_30",133,"True","True"
"26191",2952227,"gate_30",13,"False","False"
"26192",5584476,"gate_30",38,"False","False"
"26193",5928559,"gate_30",0,"False","False"
"26194",9450500,"gate_30",3,"False","False"
"26195",8501227,"gate_30",59,"True","False"
"26196",8482078,"gate_30",86,"True","True"
"26197",8543844,"gate_30",40,"False","False"
"26198",7746887,"gate_30",0,"False","False"
"26199",28091,"gate_30",35,"True","False"
"26200",5014439,"gate_30",0,"False","False"
"26201",9879792,"gate_30",53,"True","False"
"26202",2842231,"gate_30",3,"False","False"
"26203",3636138,"gate_30",62,"True","False"
"26204",550292,"gate_30",3,"True","False"
"26205",1368379,"gate_30",8,"False","False"
"26206",7826561,"gate_30",24,"True","False"
"26207",1906057,"gate_30",78,"True","True"
"26208",7671005,"gate_30",140,"True","True"
"26209",7745062,"gate_30",29,"False","False"
"26210",2663598,"gate_30",11,"False","False"
"26211",7197709,"gate_30",2,"False","False"
"26212",6129665,"gate_30",65,"True","False"
"26213",8654439,"gate_30",42,"False","False"
"26214",8705826,"gate_30",7,"True","False"
"26215",3289121,"gate_30",3,"False","False"
"26216",1097129,"gate_30",31,"True","False"
"26217",5560381,"gate_30",21,"False","False"
"26218",7300287,"gate_30",7,"False","False"
"26219",7302836,"gate_30",127,"True","True"
"26220",8627367,"gate_30",30,"False","False"
"26221",9884070,"gate_30",1,"False","False"
"26222",9462408,"gate_30",10,"False","False"
"26223",1685701,"gate_30",79,"False","True"
"26224",7279371,"gate_30",30,"True","False"
"26225",9552477,"gate_30",15,"True","False"
"26226",4712416,"gate_30",219,"True","True"
"26227",2300173,"gate_30",159,"True","True"
"26228",3886246,"gate_30",0,"False","False"
"26229",1726138,"gate_30",21,"False","True"
"26230",8722192,"gate_30",38,"False","False"
"26231",7167656,"gate_30",11,"False","False"
"26232",4327713,"gate_30",3,"False","False"
"26233",980741,"gate_30",0,"True","False"
"26234",9991145,"gate_30",328,"True","True"
"26235",2430353,"gate_30",8,"False","False"
"26236",2110892,"gate_30",15,"True","False"
"26237",8009712,"gate_30",115,"True","False"
"26238",6837597,"gate_30",10,"False","False"
"26239",5002889,"gate_30",9,"False","False"
"26240",4196913,"gate_30",22,"True","False"
"26241",888092,"gate_30",4,"False","False"
"26242",973215,"gate_30",36,"False","False"
"26243",6300771,"gate_30",2,"False","False"
"26244",9095945,"gate_30",19,"True","False"
"26245",5260774,"gate_30",95,"True","True"
"26246",1731164,"gate_30",35,"True","False"
"26247",3613421,"gate_30",3,"False","False"
"26248",7967797,"gate_30",20,"True","False"
"26249",149244,"gate_30",0,"False","False"
"26250",3554045,"gate_30",71,"True","False"
"26251",9383449,"gate_30",9,"True","False"
"26252",4745879,"gate_30",133,"False","False"
"26253",1470258,"gate_30",9,"False","False"
"26254",3819251,"gate_30",1,"False","False"
"26255",6418859,"gate_30",3,"False","False"
"26256",2279459,"gate_30",4,"False","False"
"26257",3413616,"gate_30",97,"True","True"
"26258",8354352,"gate_30",104,"True","False"
"26259",123904,"gate_30",2,"False","False"
"26260",6641882,"gate_30",36,"True","False"
"26261",4928568,"gate_30",2,"False","False"
"26262",3542692,"gate_30",6,"False","False"
"26263",6784388,"gate_30",6,"True","False"
"26264",4816394,"gate_30",7,"True","False"
"26265",5871152,"gate_30",25,"True","False"
"26266",1435149,"gate_30",64,"False","False"
"26267",3789234,"gate_30",111,"True","True"
"26268",4565073,"gate_30",32,"False","False"
"26269",2361086,"gate_30",12,"False","False"
"26270",1159422,"gate_30",18,"False","False"
"26271",7501514,"gate_30",2,"False","False"
"26272",5295616,"gate_30",81,"True","True"
"26273",8764635,"gate_30",1,"False","False"
"26274",4007511,"gate_30",3,"False","False"
"26275",466900,"gate_30",43,"True","False"
"26276",1333745,"gate_30",1,"False","False"
"26277",2053593,"gate_30",143,"True","True"
"26278",4363065,"gate_30",100,"True","True"
"26279",6305786,"gate_30",9,"False","False"
"26280",6548517,"gate_30",14,"True","False"
"26281",5082184,"gate_30",11,"False","False"
"26282",2543151,"gate_30",62,"True","False"
"26283",5251098,"gate_30",15,"True","False"
"26284",283158,"gate_30",14,"False","False"
"26285",8844461,"gate_30",2,"False","False"
"26286",9563370,"gate_30",0,"False","False"
"26287",7559250,"gate_30",7,"False","False"
"26288",84191,"gate_30",0,"False","False"
"26289",10336,"gate_30",11,"False","False"
"26290",4624160,"gate_30",2,"False","False"
"26291",9957703,"gate_30",4,"False","False"
"26292",5437406,"gate_30",40,"True","False"
"26293",1224496,"gate_30",56,"True","False"
"26294",253876,"gate_30",51,"True","False"
"26295",9316378,"gate_30",5,"False","False"
"26296",3920407,"gate_30",21,"True","True"
"26297",3508388,"gate_30",0,"False","False"
"26298",5995016,"gate_30",21,"True","False"
"26299",7646779,"gate_30",8,"True","False"
"26300",2841009,"gate_30",85,"True","False"
"26301",1903111,"gate_30",60,"True","True"
"26302",8424073,"gate_30",12,"False","False"
"26303",7402538,"gate_30",53,"True","True"
"26304",9827699,"gate_30",101,"True","False"
"26305",7503289,"gate_30",12,"True","True"
"26306",4339371,"gate_30",54,"True","False"
"26307",4413265,"gate_30",318,"True","False"
"26308",4454024,"gate_30",28,"True","False"
"26309",4715369,"gate_30",16,"False","False"
"26310",2759135,"gate_30",6,"False","False"
"26311",1858518,"gate_30",41,"True","False"
"26312",5721247,"gate_30",39,"False","False"
"26313",5827417,"gate_30",14,"False","False"
"26314",1895944,"gate_30",12,"False","False"
"26315",4768555,"gate_30",15,"False","False"
"26316",31200,"gate_30",141,"True","False"
"26317",359728,"gate_30",122,"True","True"
"26318",284610,"gate_30",1252,"True","True"
"26319",3063356,"gate_30",10,"True","False"
"26320",2911030,"gate_30",13,"True","False"
"26321",2286004,"gate_30",0,"False","False"
"26322",6208448,"gate_30",13,"True","False"
"26323",1210658,"gate_30",106,"False","True"
"26324",1026980,"gate_30",42,"True","False"
"26325",6113512,"gate_30",6,"False","False"
"26326",7823833,"gate_30",4,"False","False"
"26327",380366,"gate_30",182,"True","True"
"26328",1924981,"gate_30",6,"False","False"
"26329",313613,"gate_30",15,"False","False"
"26330",1153332,"gate_30",9,"False","False"
"26331",6501639,"gate_30",555,"True","True"
"26332",4399014,"gate_30",5,"False","False"
"26333",6887557,"gate_30",27,"True","False"
"26334",3223113,"gate_30",70,"True","True"
"26335",7653381,"gate_30",45,"False","False"
"26336",9291223,"gate_30",14,"False","False"
"26337",3475647,"gate_30",72,"True","True"
"26338",6983072,"gate_30",1196,"True","True"
"26339",6258280,"gate_30",101,"True","True"
"26340",7997433,"gate_30",1,"False","False"
"26341",5847619,"gate_30",196,"True","True"
"26342",5206804,"gate_30",55,"True","False"
"26343",8208379,"gate_30",25,"True","False"
"26344",6178308,"gate_30",11,"False","False"
"26345",3998973,"gate_30",20,"False","True"
"26346",4438602,"gate_30",86,"True","False"
"26347",7598874,"gate_30",38,"False","True"
"26348",2524926,"gate_30",43,"True","False"
"26349",6917127,"gate_30",33,"True","False"
"26350",9493414,"gate_30",1,"False","False"
"26351",5988887,"gate_30",22,"True","False"
"26352",258486,"gate_30",10,"False","False"
"26353",3158553,"gate_30",98,"True","False"
"26354",2692250,"gate_30",11,"True","False"
"26355",8544165,"gate_30",20,"True","False"
"26356",1341692,"gate_30",95,"True","True"
"26357",8311806,"gate_30",40,"True","True"
"26358",1319818,"gate_30",40,"False","False"
"26359",2461623,"gate_30",24,"False","False"
"26360",7331956,"gate_30",1,"False","False"
"26361",5589271,"gate_30",6,"False","False"
"26362",7963438,"gate_30",10,"False","False"
"26363",6049376,"gate_30",8,"False","False"
"26364",8561182,"gate_30",1,"False","False"
"26365",6147703,"gate_30",42,"True","False"
"26366",4125502,"gate_30",13,"False","False"
"26367",2821590,"gate_30",17,"True","False"
"26368",8545733,"gate_30",306,"False","True"
"26369",121303,"gate_30",1374,"True","True"
"26370",2211994,"gate_30",97,"True","True"
"26371",6820517,"gate_30",97,"False","True"
"26372",4438679,"gate_30",48,"True","True"
"26373",9757294,"gate_30",7,"False","False"
"26374",632579,"gate_30",89,"True","True"
"26375",919430,"gate_30",155,"True","False"
"26376",7045445,"gate_30",42,"True","False"
"26377",2253009,"gate_30",212,"True","True"
"26378",6432161,"gate_30",385,"False","True"
"26379",5003771,"gate_30",69,"True","False"
"26380",6853006,"gate_30",3,"False","False"
"26381",4128844,"gate_30",12,"True","False"
"26382",6676804,"gate_30",5,"False","True"
"26383",7204285,"gate_30",282,"True","True"
"26384",153921,"gate_30",22,"False","False"
"26385",740748,"gate_30",7,"False","False"
"26386",233583,"gate_30",10,"False","False"
"26387",7107221,"gate_30",11,"False","False"
"26388",4452084,"gate_30",8,"True","False"
"26389",8414230,"gate_30",7,"True","False"
"26390",7593092,"gate_30",100,"True","True"
"26391",8440589,"gate_30",7,"False","False"
"26392",1339396,"gate_30",5,"False","False"
"26393",1068366,"gate_30",57,"False","True"
"26394",1848175,"gate_30",1,"False","False"
"26395",5368417,"gate_30",22,"True","False"
